Name,Age,Gender,Country,State,City,Parental_Education_Level,Earning Class,Level,Course Name,Course Level,Material Level,Previous_Scores,Assesment Score,IQ,Attendance,Material Name,recommended_material,Study Time,promoted
Jared Scott,6,Female,Saint Helena,Missouri,North Patricia,College,Low,Kindergarten,"Rhythm and Rhyme, Play and Learn, My Family and Community",Low,Medium,88,65,98.1,71,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Elizabeth Howard,7,Female,Botswana,Nebraska,New Ericport,Postgraduate,Medium,Elementary,"Stories of the Past, Art and Imagination, Sports and Games",Medium,Medium,91,72,105.75,92,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.32,Yes
Juan Middleton,17,Male,French Southern Territories,Florida,North Carlosview,College,Medium,High School,"Advanced Literature and Composition, Geometry, Calculus",High,High,60,69,89.10000000000001,100,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,No
Darrell Monroe,7,Female,India,Illinois,Port Harryland,Postgraduate,Medium,Elementary,"Art and Imagination, Discovering Nature and Science, Fun with Languages",Medium,Medium,52,66,82.8,70,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.96,No
Angela Smith,12,Male,French Southern Territories,Wyoming,Davidfort,Postgraduate,Medium,Middle School,"Robotics, Introduction to Physics, Chemistry, and Biology, Coding for Beginners",Medium,Medium,90,68,101.7,77,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Ernest Kim,8,Female,Lithuania,Montana,Ellisonchester,High School,Medium,Elementary,"Art and Imagination, Building Math Foundations, Introduction to Computers",Medium,Low,71,65,90.45,81,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Natasha Garcia,16,Male,Vietnam,Tennessee,North Brandyview,College,High,High School,"Career Planning, Algebra II, Data Science Basics",Medium,Medium,57,64,83.25,72,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Timothy Andrade,12,Male,Niger,New York,North Lisamouth,College,High,Middle School,"Robotics, Coding for Beginners, Algebra Basics",Medium,Medium,54,60,78.3,61,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.6,No
Emily Jenkins,16,Male,Palau,Iowa,Mccoymouth,High School,Low,High School,"Economics, Trigonometry, Calculus",Medium,High,82,65,95.4,69,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
Charles Smith,13,Male,New Caledonia,Virginia,Amandaville,High School,Low,Middle School,"Fitness and Health, Instruments and Composition, Introduction to Physics, Chemistry, and Biology",Low,Medium,79,66,94.95,71,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.96,No
Courtney Waller,7,Male,Guyana,Pennsylvania,Laurenstad,College,Medium,Elementary,"Building Math Foundations, Introduction to Computers, Stories of the Past",High,High,93,74,108.45,78,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.44,Yes
Heather Beck,13,Female,El Salvador,Rhode Island,Lake Cynthia,High School,Medium,Middle School,"Fitness and Health, Exploring Literature and Writing, World History",Medium,Medium,52,62,79.2,67,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.72,No
Kimberly Scott,8,Male,Canada,Arkansas,Francisland,College,Low,Elementary,"Introduction to Computers, Fun with Languages, Stories of the Past",Medium,Medium,93,70,104.85,95,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,Yes
Terri Huff,12,Male,Tunisia,New York,New Heatherhaven,High School,Medium,Middle School,"Exploring the World, Fitness and Health, Robotics",Medium,High,94,69,104.4,88,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Brian Scott,6,Male,Mozambique,Vermont,Cooperburgh,College,Medium,Kindergarten,"Exploring the World, Play and Learn, Fun with Letters",High,High,72,67,92.7,63,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Courtney Ortega,17,Male,Lithuania,Wisconsin,New Cynthia,High School,Medium,High School,"Career Planning, Economics, Web Development",Medium,Low,54,64,81.9,86,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
John Merritt,11,Male,Barbados,Pennsylvania,Ericksonfurt,College,High,Middle School,"Introduction to Physics, Chemistry, and Biology, Algebra Basics, Robotics",Medium,High,97,71,107.55,86,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.26,Yes
Calvin Nelson,6,Female,British Virgin Islands,Illinois,Snyderland,College,Medium,Kindergarten,"Numbers Around Us, Play and Learn, Fun with Letters",Medium,Low,54,68,85.5,98,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Craig Miller,9,Male,Saint Lucia,Oregon,North Roberthaven,College,Medium,Elementary,"Reading Adventures, Introduction to Computers, Discovering Nature and Science",High,Medium,80,64,93.6,60,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Melissa Sheppard,6,Female,Austria,Vermont,Nathanmouth,High School,Medium,Kindergarten,"Play and Learn, Creative Coloring, Exploring the World",Low,Low,75,63,90.45,70,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.78,No
James Hood,6,Male,Japan,Arkansas,Cowanport,College,High,Kindergarten,"Play and Learn, Exploring the World, My Family and Community",Medium,Medium,92,71,105.3,97,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.26,Yes
Aaron Cruz,11,Male,Ethiopia,Wisconsin,Pagefurt,High School,Low,Middle School,"Coding for Beginners, Exploring the World, Robotics",Medium,Medium,75,69,95.85,97,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Joseph Yates,17,Female,Sri Lanka,Idaho,Wrighttown,College,High,High School,"SAT/ACT Prep, Cultural and Political Geography, Biology",Medium,Medium,73,100,122.85,89,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",6.0,Yes
Devin Orozco,12,Male,Reunion,Massachusetts,East Michael,College,Medium,Middle School,"Fitness and Health, World History, Instruments and Composition",Medium,Medium,94,68,103.5,91,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Virginia Webster,15,Male,Madagascar,Idaho,Robertfurt,High School,Medium,High School,"Economics, Environmental Science, SAT/ACT Prep",Medium,Medium,98,62,99.9,64,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.72,No
Nicholas Hale,13,Female,Israel,Alabama,New Dannyport,Postgraduate,Medium,Middle School,"Exploring Literature and Writing, Fitness and Health, Instruments and Composition",Medium,Medium,77,68,95.85,81,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Dr. Lisa Villa DDS,11,Male,Wallis and Futuna,Alabama,Hodgestown,High School,Low,Middle School,"Introduction to Physics, Chemistry, and Biology, Exploring Literature and Writing, World History",Medium,High,73,66,92.25,69,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.96,No
Steve Williams,15,Male,Gabon,Tennessee,Port Jessica,College,Medium,High School,"Cultural and Political Geography, Modern History and Civics, Programming",Medium,Medium,92,64,99.0,67,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Michael Robinson,16,Male,Finland,Wisconsin,Port Robertfort,High School,Medium,High School,"Trigonometry, Cultural and Political Geography, Psychology",High,Medium,92,67,101.7,92,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Holly Ray,12,Female,Iran,Georgia,Parkstad,Postgraduate,High,Middle School,"Robotics, Coding for Beginners, Exploring Literature and Writing",High,High,66,65,88.2,65,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Douglas Sanchez,7,Male,Swaziland,Idaho,New Timothyport,College,Low,Elementary,"Sports and Games, Introduction to Computers, Discovering Nature and Science",High,Medium,79,65,94.05,79,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Sean Bean,11,Male,Saint Helena,Mississippi,Craigchester,College,Low,Middle School,"Instruments and Composition, Advanced Art Techniques, Exploring the World",High,Medium,58,69,88.2,98,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,No
Thomas Robinson,17,Male,Korea,Rhode Island,East Larryborough,High School,Low,High School,"Cultural and Political Geography, SAT/ACT Prep, Programming",Low,Medium,82,63,93.6,67,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.78,No
Nicholas Walker MD,5,Male,Niue,Delaware,Lake Josephborough,Postgraduate,Medium,Kindergarten,"Creative Coloring, Exploring the World, Rhythm and Rhyme",Medium,Low,92,72,106.2,99,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.32,Yes
Ryan Jones,11,Male,Burkina Faso,New Hampshire,Lake Calvinchester,Postgraduate,High,Middle School,"Advanced Art Techniques, Algebra Basics, Exploring the World",High,Medium,59,76,94.95,100,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.56,No
Robert Woods,6,Female,Barbados,Maryland,West Davidtown,College,Low,Kindergarten,"Numbers Around Us, Play and Learn, Exploring the World",Medium,High,66,69,91.8,82,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.14,No
Kathleen Mcdonald,6,Female,United States Virgin Islands,West Virginia,South Daletown,Postgraduate,Low,Kindergarten,"Numbers Around Us, Play and Learn, Fun with Letters",High,Medium,72,67,92.7,67,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
